번호,대리점,이름,연락처,생년월일,주소,면허종류,흡연유무,탁송보험,사고점수,평점,고객리뷰,신뢰도,등급,비고
26_674,대전대리점,송지아,010-3077-5070,901204,대전 중앙9길 13,1종 대형,무,DB손해,6,90,99,98,C,
26_675,대전대리점,박도현,010-4646-6747,761229,대전 효자동 123-9,2종 보통,무,현대해상,9,100,93,100,B,
26_676,대전대리점,김민준,010-3646-6298,761118,대전 중앙9길 13,1종 보통,무,DB손해,10,96,100,96,B,
26_677,대전대리점,최이안,010-5950-5757,591024,대전 강남대로 100,1종 보통,무,DB손해,6,95,100,94,B,
26_678,대전대리점,김민준,010-4138-4055,891038,대전 강남대로 100,1종 대형,무,현대해상,4,92,97,97,A,
26_679,대전대리점,한서아,010-6148-6891,631024,대전 중앙9길 13,1종 대형,무,KB손해,0,98,92,96,B,
26_680,대전대리점,박도현,010-6719-5416,991177,대전 강남대로 100,2종 보통,무,현대해상,0,91,93,95,C,
26_681,대전대리점,한서아,010-4292-6903,891139,대전 강남대로 100,2종 보통,무,DB손해,8,93,99,97,B,
26_682,대전대리점,한서아,010-6962-8979,731202,대전 강남대로 100,1종 보통,무,KB손해,6,99,90,92,A,
26_683,대전대리점,강지수,010-7255-2064,881175,대전 효자동 123-9,2종 보통,무,DB손해,3,98,97,100,C,
26_684,대전대리점,이서준,010-3596-4786,561208,대전 강남대로 100,1종 보통,무,KB손해,3,91,100,90,A,
26_685,대전대리점,송지아,010-9480-3850,671094,대전 중앙9길 13,1종 대형,무,KB손해,7,97,99,96,B,
26_686,대전대리점,송지아,010-7360-8985,801049,대전 효자동 123-9,2종 보통,무,DB손해,1,92,100,100,B,
26_687,대전대리점,장성우,010-9402-8377,561070,대전 효자동 123-9,2종 보통,무,현대해상,3,99,94,92,B,
26_688,대전대리점,정하윤,010-3331-3401,601191,대전 강남대로 100,1종 대형,무,DB손해,10,95,94,98,B,
26_689,대전대리점,송지아,010-6788-3635,671031,대전 효자동 123-9,1종 대형,무,DB손해,9,100,98,93,A,
26_690,대전대리점,정하윤,010-1312-7447,971184,대전 효자동 123-9,1종 보통,무,DB손해,8,91,94,98,C,
26_691,대전대리점,장성우,010-2588-6017,561041,대전 중앙9길 13,1종 보통,무,현대해상,2,93,94,97,B,
26_692,대전대리점,박도현,010-5908-1005,671207,대전 효자동 123-9,1종 대형,무,DB손해,8,100,96,96,B,
26_693,대전대리점,장병국,010-3801-8696,771062,대전 강남대로 100,2종 보통,무,KB손해,9,91,100,92,B,
26_694,대전대리점,최이안,010-7561-3749,731148,대전 중앙9길 13,2종 보통,무,현대해상,3,90,97,99,A,
26_695,대전대리점,송지아,010-3634-2448,821052,대전 중앙9길 13,1종 대형,무,DB손해,3,91,95,93,C,
26_696,대전대리점,송지아,010-4947-5653,591115,대전 강남대로 100,1종 보통,무,DB손해,10,98,100,97,C,
26_697,대전대리점,강지수,010-5348-1431,731108,대전 강남대로 100,1종 보통,무,DB손해,8,100,90,92,C,
26_698,대전대리점,최이안,010-3251-5949,681220,대전 중앙9길 13,1종 대형,무,현대해상,0,96,98,93,A,
26_699,대전대리점,정하윤,010-8359-9349,631154,대전 효자동 123-9,2종 보통,무,KB손해,0,94,90,91,C,
26_700,대전대리점,송지아,010-1105-9675,741070,대전 중앙9길 13,2종 보통,무,현대해상,10,97,94,90,C,
26_701,광주대리점,최이안,010-1612-3689,781190,광주 강남대로 100,1종 대형,무,현대해상,2,99,98,91,A,
26_702,광주대리점,송지아,010-8198-5862,961097,광주 효자동 123-9,1종 대형,무,KB손해,2,91,97,93,B,
26_703,광주대리점,김민준,010-1481-1039,771063,광주 효자동 123-9,1종 대형,무,현대해상,3,98,97,96,B,
26_704,광주대리점,박도현,010-6346-7991,871214,광주 효자동 123-9,2종 보통,무,KB손해,5,100,97,94,C,
26_705,광주대리점,강지수,010-1296-1443,861178,광주 강남대로 100,1종 대형,무,현대해상,5,98,100,95,C,
26_706,광주대리점,최이안,010-4732-3892,821149,광주 강남대로 100,1종 보통,무,현대해상,9,98,93,91,C,
26_707,광주대리점,이서준,010-4229-7440,511066,광주 효자동 123-9,2종 보통,무,현대해상,7,93,100,91,B,
26_708,광주대리점,김민준,010-9251-2746,541130,광주 중앙9길 13,1종 대형,무,KB손해,4,96,96,95,B,
26_709,광주대리점,한서아,010-9348-9608,821097,광주 강남대로 100,1종 보통,무,KB손해,8,91,90,90,A,
26_710,광주대리점,김민준,010-3161-3557,751072,광주 중앙9길 13,1종 대형,무,현대해상,6,100,98,99,C,
26_711,광주대리점,장병국,010-5690-4183,791066,광주 효자동 123-9,2종 보통,무,KB손해,9,94,90,92,B,
26_712,광주대리점,박도현,010-5271-5528,701096,광주 강남대로 100,2종 보통,무,DB손해,3,93,97,100,B,
26_713,광주대리점,장성우,010-9600-8130,941050,광주 강남대로 100,2종 보통,무,KB손해,3,92,97,92,C,
26_714,광주대리점,정하윤,010-7474-4443,611005,광주 중앙9길 13,2종 보통,무,현대해상,3,98,92,95,A,
26_715,광주대리점,강지수,010-4039-5029,901194,광주 강남대로 100,1종 대형,무,현대해상,5,92,100,91,C,
26_716,광주대리점,장성우,010-8513-2544,691100,광주 효자동 123-9,2종 보통,무,KB손해,10,99,96,91,C,
26_717,광주대리점,송지아,010-2693-6450,591030,광주 효자동 123-9,1종 대형,무,DB손해,9,98,93,100,C,
26_718,광주대리점,장성우,010-3455-4708,561146,광주 중앙9길 13,1종 대형,무,DB손해,0,93,94,91,B,
26_719,광주대리점,최이안,010-8370-7260,981055,광주 중앙9길 13,1종 보통,무,현대해상,8,90,92,94,A,
26_720,광주대리점,김민준,010-8683-9253,521166,광주 효자동 123-9,1종 보통,무,현대해상,6,92,98,98,A,
26_721,광주대리점,장성우,010-6371-8286,741041,광주 강남대로 100,2종 보통,무,DB손해,7,99,90,99,C,
26_722,광주대리점,이서준,010-4138-7377,581164,광주 강남대로 100,2종 보통,무,KB손해,4,94,94,95,A,
26_723,광주대리점,장성우,010-3913-4908,981172,광주 효자동 123-9,1종 보통,무,DB손해,1,95,91,95,B,
26_724,광주대리점,정하윤,010-1592-1207,771190,광주 효자동 123-9,1종 대형,무,DB손해,10,95,94,94,C,
26_725,광주대리점,이서준,010-7334-4754,571003,광주 중앙9길 13,2종 보통,무,DB손해,3,92,91,92,B,
26_726,광주대리점,한서아,010-4419-4738,981071,광주 강남대로 100,2종 보통,무,DB손해,1,99,97,91,C,
26_727,광주대리점,장성우,010-6631-9021,691065,광주 중앙9길 13,1종 보통,무,DB손해,3,92,90,97,A,
26_728,광주대리점,한서아,010-1722-3471,921185,광주 중앙9길 13,1종 대형,무,DB손해,0,90,92,100,C,
26_729,광주대리점,이서준,010-3596-5829,541014,광주 강남대로 100,1종 대형,무,KB손해,10,94,98,95,A,
26_730,광주대리점,최이안,010-6075-4751,921023,광주 중앙9길 13,2종 보통,무,DB손해,10,90,95,93,B,
26_731,광주대리점,강지수,010-9296-6640,831199,광주 강남대로 100,2종 보통,무,DB손해,0,95,90,100,A,
26_732,광주대리점,이서준,010-3382-8122,721132,광주 중앙9길 13,2종 보통,무,KB손해,5,90,90,97,B,
26_733,광주대리점,한서아,010-8769-9820,821093,광주 효자동 123-9,2종 보통,무,KB손해,7,99,95,100,C,
26_734,광주대리점,장성우,010-8569-7323,561149,광주 중앙9길 13,2종 보통,무,KB손해,4,97,90,94,B,
26_735,광주대리점,한서아,010-7252-5773,771017,광주 중앙9길 13,1종 보통,무,KB손해,6,98,98,95,A,
26_736,광주대리점,장병국,010-8347-3757,721116,광주 중앙9길 13,1종 대형,무,현대해상,4,92,96,93,A,
26_737,광주대리점,장성우,010-2831-1338,961188,광주 중앙9길 13,2종 보통,무,현대해상,6,98,97,92,A,
26_738,광주대리점,강지수,010-8621-8221,831159,광주 중앙9길 13,1종 대형,무,KB손해,2,93,94,94,A,
26_739,광주대리점,최이안,010-7898-9513,881222,광주 강남대로 100,1종 대형,무,DB손해,5,95,91,91,C,
26_740,광주대리점,장성우,010-5222-5388,691152,광주 강남대로 100,1종 보통,무,DB손해,7,91,97,91,A,
26_741,광주대리점,한서아,010-1519-6083,941033,광주 효자동 123-9,1종 보통,무,현대해상,8,93,99,94,B,
26_742,광주대리점,장병국,010-7507-9749,971030,광주 중앙9길 13,1종 보통,무,DB손해,10,99,95,99,A,
26_743,광주대리점,장병국,010-4233-3996,831205,광주 효자동 123-9,1종 대형,무,DB손해,10,98,100,97,C,
26_744,광주대리점,이서준,010-3179-1684,691039,광주 강남대로 100,2종 보통,무,KB손해,9,94,99,91,B,
26_745,광주대리점,정하윤,010-5839-4762,591148,광주 중앙9길 13,1종 보통,무,DB손해,7,91,92,95,C,
26_746,광주대리점,장병국,010-7122-8942,601072,광주 효자동 123-9,1종 대형,무,현대해상,6,92,96,94,C,
26_747,광주대리점,이서준,010-3011-5009,531206,광주 효자동 123-9,2종 보통,무,현대해상,3,93,96,99,A,
26_748,광주대리점,정하윤,010-7940-4436,651076,광주 강남대로 100,2종 보통,무,DB손해,6,99,92,96,B,
26_749,광주대리점,박도현,010-4642-3477,611170,광주 효자동 123-9,2종 보통,무,현대해상,2,99,95,99,A,
26_750,광주대리점,최이안,010-4637-4677,591005,광주 중앙9길 13,2종 보통,무,KB손해,1,98,97,96,B,
26_751,광주대리점,이서준,010-4191-1049,781046,광주 강남대로 100,1종 대형,무,DB손해,2,90,91,97,C,
26_752,광주대리점,박도현,010-7679-6837,651199,광주 강남대로 100,2종 보통,무,DB손해,4,94,94,91,B,
26_753,광주대리점,김민준,010-3151-9605,881222,광주 효자동 123-9,2종 보통,무,KB손해,10,95,97,90,B,
26_754,광주대리점,이서준,010-8994-3015,601056,광주 강남대로 100,1종 대형,무,현대해상,0,94,96,100,A,
26_755,광주대리점,장병국,010-3534-4133,771080,광주 중앙9길 13,1종 대형,무,DB손해,8,99,90,90,C,
26_756,광주대리점,이서준,010-5119-3676,781156,광주 중앙9길 13,1종 보통,무,현대해상,0,99,95,96,C,
26_757,광주대리점,최이안,010-1090-1667,611134,광주 강남대로 100,2종 보통,무,KB손해,3,95,98,100,B,
26_758,광주대리점,이서준,010-2815-9827,901018,광주 강남대로 100,1종 대형,무,DB손해,1,95,95,92,B,
26_759,광주대리점,이서준,010-9241-3983,761160,광주 중앙9길 13,2종 보통,무,KB손해,7,93,91,92,C,
26_760,광주대리점,정하윤,010-1635-3850,511123,광주 강남대로 100,1종 대형,무,현대해상,5,98,98,99,C,
26_761,광주대리점,이서준,010-6289-4728,741123,광주 중앙9길 13,2종 보통,무,DB손해,3,96,92,94,B,
26_762,광주대리점,이서준,010-3816-5136,691033,광주 효자동 123-9,2종 보통,무,현대해상,2,92,93,91,C,
26_763,광주대리점,한서아,010-3000-6988,791188,광주 중앙9길 13,1종 대형,무,KB손해,4,93,90,94,C,
26_764,광주대리점,강지수,010-3617-7338,741102,광주 효자동 123-9,1종 보통,무,현대해상,2,93,100,99,C,
26_765,광주대리점,정하윤,010-4534-4317,911164,광주 강남대로 100,1종 보통,무,KB손해,2,93,96,96,B,
26_766,광주대리점,장병국,010-1204-3111,571112,광주 효자동 123-9,1종 대형,무,DB손해,5,91,93,95,B,
26_767,광주대리점,한서아,010-4678-4406,791018,광주 효자동 123-9,2종 보통,무,현대해상,10,94,99,90,A,
26_768,광주대리점,장병국,010-5054-8742,601161,광주 강남대로 100,1종 보통,무,KB손해,5,94,90,100,B,
26_769,광주대리점,송지아,010-7819-6397,681007,광주 강남대로 100,2종 보통,무,DB손해,7,95,95,100,B,
26_770,광주대리점,송지아,010-4729-1310,901125,광주 효자동 123-9,1종 대형,무,현대해상,5,97,100,91,A,
26_771,광주대리점,한서아,010-7538-3504,941107,광주 효자동 123-9,1종 보통,무,현대해상,4,100,94,98,A,
26_772,광주대리점,정하윤,010-5521-7224,721161,광주 중앙9길 13,1종 대형,무,현대해상,10,100,94,98,A,
26_773,광주대리점,한서아,010-9360-3033,881114,광주 효자동 123-9,1종 대형,무,DB손해,2,91,96,91,C,
26_774,광주대리점,박도현,010-3727-6867,651205,광주 강남대로 100,1종 보통,무,DB손해,9,91,91,92,B,
26_775,광주대리점,송지아,010-1253-2757,791230,광주 중앙9길 13,1종 보통,무,KB손해,4,97,91,91,C,
26_776,광주대리점,송지아,010-9240-1789,781122,광주 중앙9길 13,1종 대형,무,KB손해,4,96,97,91,A,
26_777,광주대리점,강지수,010-5228-6130,811176,광주 강남대로 100,2종 보통,무,현대해상,10,90,92,99,A,
26_778,광주대리점,이서준,010-1952-4552,531052,광주 중앙9길 13,1종 보통,무,현대해상,2,91,99,93,A,
26_779,광주대리점,강지수,010-7753-1448,901029,광주 강남대로 100,1종 보통,무,현대해상,8,98,97,99,B,
26_780,광주대리점,장성우,010-6184-7766,741075,광주 효자동 123-9,1종 대형,무,현대해상,3,93,91,92,A,
26_781,광주대리점,최이안,010-1508-6589,551105,광주 중앙9길 13,1종 대형,무,DB손해,9,96,97,99,C,
26_782,광주대리점,송지아,010-3089-9691,741020,광주 강남대로 100,2종 보통,무,DB손해,2,93,91,90,B,
26_783,광주대리점,송지아,010-7588-8520,821016,광주 중앙9길 13,1종 대형,무,KB손해,10,98,92,91,C,
26_784,광주대리점,장성우,010-5505-9343,581106,광주 중앙9길 13,1종 보통,무,KB손해,3,91,98,94,B,
26_785,광주대리점,박도현,010-8800-4766,731230,광주 강남대로 100,2종 보통,무,KB손해,8,99,96,90,A,
26_786,광주대리점,정하윤,010-7756-2552,511058,광주 효자동 123-9,2종 보통,무,현대해상,9,99,90,99,C,
26_787,광주대리점,장병국,010-9988-8242,821016,광주 효자동 123-9,1종 보통,무,KB손해,5,94,97,95,A,
26_788,광주대리점,한서아,010-1864-3477,541157,광주 강남대로 100,2종 보통,무,현대해상,2,94,90,99,B,
26_789,광주대리점,한서아,010-4167-2677,921194,광주 강남대로 100,2종 보통,무,DB손해,0,97,92,99,C,
26_790,광주대리점,장병국,010-5903-2884,861091,광주 중앙9길 13,1종 대형,무,DB손해,9,100,98,97,B,
26_791,광주대리점,정하윤,010-8899-8533,931144,광주 강남대로 100,2종 보통,무,DB손해,9,91,100,97,A,
26_792,광주대리점,이서준,010-5581-6023,941028,광주 효자동 123-9,1종 보통,무,DB손해,9,97,90,92,A,
26_793,광주대리점,이서준,010-8469-8756,901169,광주 중앙9길 13,1종 보통,무,DB손해,0,98,97,97,B,
26_794,광주대리점,이서준,010-4178-6238,811044,광주 강남대로 100,2종 보통,무,DB손해,8,96,96,91,B,
26_795,광주대리점,한서아,010-5062-3314,891045,광주 효자동 123-9,1종 보통,무,DB손해,7,94,97,93,B,
26_796,광주대리점,송지아,010-1869-7452,781201,광주 효자동 123-9,1종 대형,무,현대해상,5,99,100,93,A,
26_797,광주대리점,정하윤,010-1774-4895,531226,광주 강남대로 100,1종 대형,무,현대해상,1,94,100,100,A,
26_798,광주대리점,김민준,010-1903-5814,721126,광주 강남대로 100,1종 보통,무,DB손해,6,96,92,90,A,
26_799,광주대리점,장병국,010-6031-4294,631152,광주 강남대로 100,1종 보통,무,DB손해,6,100,97,94,B,
26_800,광주대리점,강지수,010-5710-3032,931125,광주 중앙9길 13,1종 보통,무,DB손해,5,93,95,99,C,
26_801,울산대리점,한서아,010-2730-7576,661200,울산 강남대로 100,2종 보통,무,DB손해,1,100,100,93,A,
26_802,울산대리점,강지수,010-6209-3176,681181,울산 효자동 123-9,1종 보통,무,KB손해,5,94,90,93,C,
26_803,울산대리점,한서아,010-6354-9972,501231,울산 강남대로 100,2종 보통,무,DB손해,2,91,92,99,B,
26_804,울산대리점,박도현,010-9661-3956,521083,울산 강남대로 100,1종 보통,무,KB손해,10,94,91,95,A,
26_805,울산대리점,정하윤,010-7029-1458,911090,울산 강남대로 100,2종 보통,무,KB손해,6,98,94,100,B,
26_806,울산대리점,강지수,010-3970-4972,591043,울산 강남대로 100,2종 보통,무,현대해상,2,100,100,96,A,
26_807,울산대리점,최이안,010-9046-7743,641114,울산 효자동 123-9,1종 대형,무,DB손해,4,96,99,94,C,
26_808,울산대리점,한서아,010-3042-3196,571131,울산 효자동 123-9,1종 보통,무,현대해상,9,96,97,94,A,
26_809,울산대리점,박도현,010-8452-7344,591166,울산 중앙9길 13,1종 대형,무,KB손해,5,97,91,91,C,
26_810,울산대리점,강지수,010-5821-3996,971070,울산 강남대로 100,1종 보통,무,DB손해,5,98,99,96,A,
26_811,울산대리점,김민준,010-3647-1335,681122,울산 중앙9길 13,1종 보통,무,KB손해,9,93,98,92,C,
26_812,울산대리점,장성우,010-9662-7827,611223,울산 중앙9길 13,1종 보통,무,현대해상,8,97,91,95,A,
26_813,울산대리점,장병국,010-4302-4670,831042,울산 효자동 123-9,1종 보통,무,DB손해,7,93,97,91,B,
26_814,울산대리점,송지아,010-7622-6424,941163,울산 효자동 123-9,1종 보통,무,DB손해,1,93,93,93,B,
26_815,울산대리점,송지아,010-8181-2997,961147,울산 효자동 123-9,1종 보통,무,KB손해,0,95,96,94,A,
26_816,울산대리점,장성우,010-7041-7981,731049,울산 중앙9길 13,2종 보통,무,현대해상,10,97,96,91,B,
26_817,울산대리점,한서아,010-9525-3517,791169,울산 효자동 123-9,1종 보통,무,현대해상,3,92,93,94,A,
26_818,울산대리점,정하윤,010-9999-6891,561107,울산 효자동 123-9,2종 보통,무,KB손해,9,91,91,92,B,
26_819,울산대리점,장병국,010-6390-7037,711112,울산 강남대로 100,2종 보통,무,DB손해,0,98,95,91,B,
26_820,울산대리점,김민준,010-9811-8536,681043,울산 강남대로 100,1종 대형,무,현대해상,6,96,98,92,A,
26_821,울산대리점,강지수,010-1838-9301,681122,울산 강남대로 100,1종 보통,무,DB손해,9,100,97,94,C,
26_822,울산대리점,최이안,010-5161-3709,531145,울산 강남대로 100,1종 보통,무,DB손해,2,100,92,93,C,
26_823,울산대리점,송지아,010-9118-7439,601091,울산 강남대로 100,1종 보통,무,현대해상,7,96,92,98,C,
26_824,울산대리점,한서아,010-7356-1310,621206,울산 중앙9길 13,2종 보통,무,KB손해,4,96,90,96,B,
26_825,울산대리점,한서아,010-9784-4964,701184,울산 중앙9길 13,1종 보통,무,DB손해,1,95,92,96,C,
26_826,울산대리점,박도현,010-9283-1102,601093,울산 중앙9길 13,2종 보통,무,KB손해,2,93,92,93,A,
26_827,울산대리점,송지아,010-5052-6169,811168,울산 강남대로 100,1종 보통,무,DB손해,10,100,95,95,A,
26_828,울산대리점,강지수,010-5838-2822,801075,울산 효자동 123-9,2종 보통,무,DB손해,7,98,100,98,C,
26_829,울산대리점,최이안,010-4612-3806,771022,울산 효자동 123-9,1종 대형,무,현대해상,4,100,94,99,A,
26_830,울산대리점,박도현,010-3746-8524,501110,울산 효자동 123-9,1종 대형,무,KB손해,8,97,93,90,B,
26_831,울산대리점,김민준,010-4780-2201,581166,울산 중앙9길 13,1종 대형,무,현대해상,0,98,100,93,A,
26_832,울산대리점,최이안,010-7752-1988,561037,울산 중앙9길 13,2종 보통,무,KB손해,4,99,96,97,C,
26_833,울산대리점,강지수,010-4116-9280,711056,울산 효자동 123-9,2종 보통,무,KB손해,9,99,90,100,A,
26_834,울산대리점,박도현,010-2128-4028,521050,울산 중앙9길 13,1종 대형,무,KB손해,9,97,100,98,A,
26_835,울산대리점,장병국,010-8917-4535,861048,울산 강남대로 100,2종 보통,무,현대해상,10,96,95,91,B,
26_836,울산대리점,박도현,010-7033-4884,931144,울산 효자동 123-9,1종 대형,무,현대해상,1,97,92,95,A,
26_837,울산대리점,송지아,010-1023-6894,841009,울산 중앙9길 13,1종 보통,무,현대해상,7,97,90,91,C,
26_838,울산대리점,정하윤,010-6452-4624,631197,울산 강남대로 100,1종 보통,무,DB손해,7,93,90,94,B,
26_839,울산대리점,한서아,010-3239-5304,941228,울산 효자동 123-9,2종 보통,무,DB손해,3,96,98,91,B,
26_840,울산대리점,김민준,010-4166-7640,751110,울산 효자동 123-9,1종 대형,무,현대해상,5,95,94,93,A,
26_841,울산대리점,김민준,010-9945-4044,761102,울산 효자동 123-9,1종 대형,무,DB손해,6,93,97,95,B,
26_842,울산대리점,강지수,010-1345-5673,761157,울산 강남대로 100,1종 대형,무,DB손해,8,100,91,94,B,
26_843,울산대리점,강지수,010-3242-1183,681024,울산 효자동 123-9,2종 보통,무,DB손해,4,92,97,96,C,
26_844,울산대리점,이서준,010-9078-4126,971081,울산 효자동 123-9,1종 보통,무,현대해상,2,100,92,95,C,
26_845,울산대리점,이서준,010-7831-9205,751101,울산 중앙9길 13,1종 대형,무,DB손해,2,91,97,95,C,
26_846,울산대리점,한서아,010-5518-8802,951053,울산 강남대로 100,1종 보통,무,DB손해,8,93,99,100,B,
26_847,울산대리점,송지아,010-6091-3952,981063,울산 중앙9길 13,2종 보통,무,DB손해,6,95,94,92,B,
26_848,울산대리점,김민준,010-5651-6623,561135,울산 강남대로 100,1종 대형,무,DB손해,9,97,98,97,B,
26_849,울산대리점,장성우,010-3524-4289,691006,울산 강남대로 100,1종 대형,무,DB손해,5,95,94,92,C,
26_850,울산대리점,송지아,010-9357-5071,751134,울산 효자동 123-9,2종 보통,무,현대해상,10,96,96,92,A,
26_851,울산대리점,장병국,010-4603-5954,611112,울산 중앙9길 13,1종 보통,무,현대해상,1,99,100,97,C,
26_852,울산대리점,장성우,010-1204-7159,831148,울산 중앙9길 13,1종 보통,무,KB손해,5,95,91,97,B,
26_853,울산대리점,장병국,010-6823-7083,601206,울산 강남대로 100,1종 대형,무,현대해상,9,93,97,96,A,
26_854,울산대리점,장성우,010-5937-8430,841047,울산 효자동 123-9,1종 대형,무,KB손해,9,90,96,90,B,
26_855,울산대리점,최이안,010-5987-5578,701096,울산 효자동 123-9,1종 보통,무,DB손해,1,90,94,93,C,
26_856,울산대리점,한서아,010-8254-3795,521093,울산 중앙9길 13,1종 보통,무,DB손해,9,99,100,96,C,
26_857,울산대리점,정하윤,010-8170-1244,721218,울산 효자동 123-9,1종 대형,무,KB손해,3,96,100,93,B,
26_858,울산대리점,장성우,010-8997-8346,751199,울산 중앙9길 13,1종 대형,무,DB손해,1,93,94,96,A,
26_859,울산대리점,박도현,010-8913-8007,501117,울산 효자동 123-9,2종 보통,무,DB손해,1,91,94,90,A,
26_860,울산대리점,최이안,010-2315-7267,801151,울산 강남대로 100,1종 보통,무,현대해상,2,90,98,93,C,
26_861,울산대리점,이서준,010-2250-5525,691146,울산 효자동 123-9,1종 보통,무,DB손해,7,94,95,92,B,
26_862,울산대리점,장병국,010-6131-2720,541114,울산 중앙9길 13,1종 대형,무,KB손해,2,92,98,100,B,
26_863,울산대리점,정하윤,010-6941-6693,921156,울산 강남대로 100,1종 대형,무,KB손해,9,99,92,99,B,
26_864,울산대리점,장병국,010-4482-3361,601055,울산 효자동 123-9,1종 대형,무,현대해상,10,97,98,99,C,
26_865,울산대리점,정하윤,010-4267-8793,511027,울산 강남대로 100,1종 보통,무,DB손해,6,99,92,93,C,
26_866,울산대리점,이서준,010-9970-9045,731043,울산 중앙9길 13,1종 대형,무,현대해상,4,91,99,98,A,
26_867,울산대리점,장성우,010-4251-1627,881054,울산 강남대로 100,1종 보통,무,KB손해,0,93,90,97,B,
26_868,울산대리점,한서아,010-8894-6237,581065,울산 효자동 123-9,1종 보통,무,현대해상,8,92,100,96,C,
26_869,울산대리점,강지수,010-6710-7478,891024,울산 중앙9길 13,1종 대형,무,DB손해,2,93,98,93,C,
26_870,울산대리점,이서준,010-8483-9032,611077,울산 효자동 123-9,2종 보통,무,DB손해,0,100,91,99,A,
26_871,울산대리점,박도현,010-8046-2761,661034,울산 중앙9길 13,1종 보통,무,DB손해,0,99,90,100,C,
26_872,울산대리점,한서아,010-7549-4543,781148,울산 강남대로 100,1종 대형,무,DB손해,0,93,100,95,B,
26_873,울산대리점,장병국,010-1883-1384,521016,울산 중앙9길 13,1종 대형,무,DB손해,7,92,93,98,C,
26_874,울산대리점,정하윤,010-7559-6971,651013,울산 효자동 123-9,1종 대형,무,KB손해,9,98,97,96,C,
26_875,울산대리점,송지아,010-6107-2890,601047,울산 강남대로 100,1종 대형,무,현대해상,4,96,90,100,C,
26_876,울산대리점,박도현,010-4640-2523,651109,울산 효자동 123-9,2종 보통,무,KB손해,0,99,94,98,A,
26_877,울산대리점,김민준,010-8085-6485,581188,울산 강남대로 100,1종 대형,무,현대해상,7,95,100,90,A,
26_878,울산대리점,김민준,010-4362-5485,891052,울산 중앙9길 13,1종 대형,무,KB손해,0,93,92,99,C,
26_879,울산대리점,한서아,010-1776-3586,901017,울산 강남대로 100,1종 보통,무,KB손해,0,91,91,99,A,
26_880,울산대리점,최이안,010-1689-1327,511082,울산 중앙9길 13,1종 대형,무,KB손해,0,99,96,100,B,
26_881,울산대리점,최이안,010-7472-7991,711072,울산 중앙9길 13,1종 대형,무,DB손해,3,97,97,92,C,
26_882,울산대리점,송지아,010-9303-2650,671127,울산 중앙9길 13,1종 보통,무,DB손해,8,100,98,97,B,
26_883,울산대리점,정하윤,010-5773-5979,681085,울산 중앙9길 13,1종 보통,무,DB손해,0,90,99,92,B,
26_884,울산대리점,장병국,010-6459-4344,821121,울산 효자동 123-9,2종 보통,무,KB손해,8,91,99,96,B,
26_885,울산대리점,이서준,010-6713-2414,641208,울산 효자동 123-9,1종 대형,무,DB손해,8,90,90,93,A,
26_886,울산대리점,박도현,010-1814-6318,611138,울산 강남대로 100,2종 보통,무,KB손해,4,92,90,94,B,
26_887,울산대리점,정하윤,010-4581-8755,981203,울산 중앙9길 13,2종 보통,무,KB손해,2,94,91,91,A,
26_888,울산대리점,장성우,010-9948-5836,661088,울산 효자동 123-9,1종 대형,무,현대해상,4,96,95,90,A,
26_889,울산대리점,최이안,010-2152-5213,871165,울산 중앙9길 13,1종 보통,무,현대해상,5,99,100,95,A,
26_890,울산대리점,장병국,010-6942-2434,501161,울산 효자동 123-9,2종 보통,무,DB손해,1,96,97,90,C,
26_891,울산대리점,장병국,010-6652-7570,701115,울산 강남대로 100,1종 보통,무,KB손해,6,99,95,93,C,
26_892,울산대리점,송지아,010-8121-9086,611011,울산 강남대로 100,2종 보통,무,현대해상,0,93,100,90,A,
26_893,울산대리점,박도현,010-1461-7467,581024,울산 강남대로 100,1종 보통,무,DB손해,8,100,98,91,A,
26_894,울산대리점,장병국,010-3552-1032,771008,울산 강남대로 100,1종 대형,무,현대해상,6,98,99,94,A,
26_895,울산대리점,김민준,010-3483-4599,571142,울산 중앙9길 13,1종 보통,무,DB손해,5,96,95,95,A,
26_896,울산대리점,장성우,010-4484-4197,841177,울산 중앙9길 13,1종 대형,무,KB손해,1,99,96,100,B,
26_897,울산대리점,김민준,010-7808-1033,841086,울산 강남대로 100,1종 보통,무,현대해상,8,98,100,99,C,
26_898,울산대리점,한서아,010-1324-6680,841029,울산 중앙9길 13,1종 대형,무,현대해상,4,90,93,93,C,
26_899,울산대리점,장성우,010-8739-6463,921072,울산 중앙9길 13,2종 보통,무,KB손해,3,91,93,94,A,
26_900,울산대리점,김민준,010-1726-8658,991167,울산 중앙9길 13,1종 대형,무,DB손해,3,99,93,95,A,
26_901,세종대리점,강지수,010-8002-5809,851218,세종 중앙9길 13,1종 대형,무,DB손해,1,90,98,99,C,
26_902,세종대리점,박도현,010-2393-1298,941040,세종 중앙9길 13,2종 보통,무,KB손해,1,97,100,93,A,
26_903,세종대리점,한서아,010-4223-9799,911215,세종 효자동 123-9,1종 대형,무,KB손해,3,90,94,94,C,
26_904,세종대리점,이서준,010-9402-7873,501050,세종 중앙9길 13,2종 보통,무,현대해상,9,95,98,90,B,
26_905,세종대리점,최이안,010-2350-2179,611005,세종 효자동 123-9,2종 보통,무,KB손해,5,93,96,97,B,
26_906,세종대리점,김민준,010-9044-3041,941009,세종 효자동 123-9,2종 보통,무,DB손해,5,100,94,96,A,
